,Name,Date,Pattern,Closing Price,High after 1 day,High after 2 days,High after 3 days,High after 4 days,High after 5 days,High after 6 days,High after 7 days,High after 8 days,High after 9 days,High after 10 days,High after 15 days,High after 20 days,High after 25 days,High after 30 days,Up/down after 1 day,Up/down after 2 day,Up/down after 3 day,Up/down after 4 day,Up/down after 5 day,Up/down after 6 day,Up/down after 7 day,Up/down after 8 day,Up/down after 9 day,Up/down after 10 day,Up/down after 15 day,Up/down after 20 day,Up/down after 25 day,Up/down after 30 day,% change after 1 days,% change after 2 days,% change after 3 days,% change after 4 days,% change after 5 days,% change after 6 days,% change after 7 days,% change after 8 days,% change after 9 days,% change after 10 days,% change after 15 days,% change after 20 days,% change after 25 days,% change after 30 days
184,Wendys,2018-07-26,engulfing_bullish,16.93000031,17.10000038,16.87000084,16.73999977,16.81999969,16.71999931,16.84000015,17.31999969,17.26000023,17.35000038,17.96999931,18.59000015,18.12000084,17.87000084,17.90999985,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1.00%,-0.35%,-1.12%,-0.65%,-1.24%,-0.53%,2.30%,1.95%,2.48%,6.14%,9.81%,7.03%,5.55%,5.79%
185,Wendys,2020-12-09,engulfing_bullish,22.51000023,22.5,22.38999939,22.62999916,23.07999992,22.96999931,22.79999924,23.09000015,22.87999916,22.70000076,22.53000069,22.04000092,21.70000076,21.93000031,20.92000008,0,0,1,1,1,1,1,1,1,1,0,0,0,0,-0.04%,-0.53%,0.53%,2.53%,2.04%,1.29%,2.58%,1.64%,0.84%,0.09%,-2.09%,-3.60%,-2.58%,-7.06%
186,Wendys,2021-01-26,engulfing_bullish,21.06999969,21.35000038,20.95000076,20.86000061,20.64999962,21.02000046,20.87999916,21.30999947,21.42000008,21.23999977,21.27000046,20.68000031,20.60000038,20.76000023,20.64999962,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1.33%,-0.57%,-1.00%,-1.99%,-0.24%,-0.90%,1.14%,1.66%,0.81%,0.95%,-1.85%,-2.23%,-1.47%,-1.99%
187,Wendys,2021-02-02,engulfing_bullish,20.69000053,20.87999916,21.30999947,21.42000008,21.23999977,21.27000046,21.15999985,21.10000038,21.04999924,21,20.68000031,20.60000038,20.76000023,20.64999962,21.02000046,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0.92%,3.00%,3.53%,2.66%,2.80%,2.27%,1.98%,1.74%,1.50%,-0.05%,-0.44%,0.34%,-0.19%,1.60%
188,Wendys,2021-02-18,engulfing_bullish,20.82999992,20.90999985,20.61000061,20.45999908,20.60000038,20.52000046,20.60000038,21.57999992,21.42000008,20.76000023,20.39999962,20.51000023,20.87000084,20.81999969,20.77000046,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.38%,-1.06%,-1.78%,-1.10%,-1.49%,-1.10%,3.60%,2.83%,-0.34%,-2.06%,-1.54%,0.19%,-0.05%,-0.29%
189,Wendys,2021-10-20,engulfing_bullish,22.37999916,22.53000069,22.64999962,22.79000092,22.52000046,22.38999939,22.29999924,22.29999924,22.29999924,22.29999924,22.29999924,22.29999924,22.29999924,22.29999924,22.29999924,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.67%,1.21%,1.83%,0.63%,0.05%,-0.36%,-0.36%,-0.36%,-0.36%,-0.36%,-0.36%,-0.36%,-0.36%,-0.36%
190,Pizza Hut,2015-10-02,engulfing_bullish,58.66283035,59.88497543,60.05751419,50.97052383,49.10136414,50.62545013,51.53127289,51.38030243,50.38101959,49.92810822,51.96261597,52.80373764,52.26455688,51.28684235,50.23004913,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.08%,2.38%,-13.11%,-16.30%,-13.70%,-12.16%,-12.41%,-14.12%,-14.89%,-11.42%,-9.99%,-10.91%,-12.57%,-14.38%
191,Pizza Hut,2015-10-26,engulfing_bullish,53.3285408,53.3213501,53.12005615,52.48022842,52.26455688,51.86196899,52.09201813,52.09920883,51.71099854,51.28684235,50.80517578,49.86340714,52.68152237,53.77426147,54.88856888,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.01%,-0.39%,-1.59%,-2.00%,-2.75%,-2.32%,-2.31%,-3.03%,-3.83%,-4.73%,-6.50%,-1.21%,0.84%,2.93%
192,Pizza Hut,2015-11-17,engulfing_bullish,50.28037262,51.25808716,51.75413513,52.72465897,52.68152237,52.25017929,52.40114975,52.48022842,52.53055573,53.77426147,54.27749634,55.01797485,53.01940918,53.40043259,53.12724686,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.95%,2.93%,4.86%,4.78%,3.92%,4.22%,4.38%,4.48%,6.95%,7.95%,9.42%,5.45%,6.21%,5.66%
193,Pizza Hut,2016-10-21,engulfing_bullish,62.52336502,63.26383972,62.63838959,61.74694443,61.88353729,61.76851273,62.07045364,62.63000107,60.68000031,60.45000076,60.25,61.29999924,62.45000076,63.66999817,63.34999847,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1.18%,0.18%,-1.24%,-1.02%,-1.21%,-0.72%,0.17%,-2.95%,-3.32%,-3.64%,-1.96%,-0.12%,1.83%,1.32%
194,Pizza Hut,2017-04-04,engulfing_bullish,63.84000015,64.90000153,64.76999664,64.79000092,64.61000061,64.22000122,64.25,64.11000061,64.18000031,64.11000061,64.84999847,66.29000092,68.80999756,69.19000244,69.37999725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.66%,1.46%,1.49%,1.21%,0.60%,0.64%,0.42%,0.53%,0.42%,1.58%,3.84%,7.79%,8.38%,8.68%
195,Pizza Hut,2017-09-28,engulfing_bullish,73.5,73.94000244,74.01999664,74.38999939,74.31999969,74.91000366,76.16999817,76.29000092,76.73999786,77.02999878,76.84999847,76.16000366,76.15000153,80.66000366,81.15000153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.60%,0.71%,1.21%,1.12%,1.92%,3.63%,3.80%,4.41%,4.80%,4.56%,3.62%,3.61%,9.74%,10.41%
196,Pizza Hut,2018-05-23,engulfing_bullish,83.08999634,83.70999908,83.87000275,82.36000061,82.91999817,82.41999817,82.48000336,82.37999725,83.36000061,83.66000366,84.70999908,83.54000092,81.37999725,79.04000092,78.48000336,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.75%,0.94%,-0.88%,-0.21%,-0.81%,-0.73%,-0.85%,0.33%,0.69%,1.95%,0.54%,-2.06%,-4.87%,-5.55%
197,Pizza Hut,2018-05-30,engulfing_bullish,82.51000214,82.41999817,82.48000336,82.37999725,83.36000061,83.66000366,84.70999908,84.19999695,83.48999786,83.55000305,83.45999908,81.80000305,82.25,78.16999817,79.48999786,0,0,0,1,1,1,1,1,1,1,0,0,0,0,-0.11%,-0.04%,-0.16%,1.03%,1.39%,2.67%,2.05%,1.19%,1.26%,1.15%,-0.86%,-0.32%,-5.26%,-3.66%
198,Pizza Hut,2020-03-19,engulfing_bullish,62.59999847,64.94000244,58.20999908,70.16999817,76.43000031,76.19000244,72.62999725,72,71.93000031,68.18000031,68.94000244,82.09999847,84.97000122,86.40000153,84.90000153,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3.74%,-7.01%,12.09%,22.09%,21.71%,16.02%,15.02%,14.90%,8.91%,10.13%,31.15%,35.74%,38.02%,35.62%
199,Pizza Hut,2020-07-10,engulfing_bullish,87.23999786,89.58999634,88.44000244,90.69000244,90.40000153,91,91.22000122,92.11000061,94.20999908,94.19000244,93.47000122,91.86000061,91.31999969,93.16000366,96.33000183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.69%,1.38%,3.96%,3.62%,4.31%,4.56%,5.58%,7.99%,7.97%,7.14%,5.30%,4.68%,6.79%,10.42%
200,Pizza Hut,2020-07-14,engulfing_bullish,88.18000031,90.69000244,90.40000153,91,91.22000122,92.11000061,94.20999908,94.19000244,93.47000122,94.16000366,93.98000336,92.41000366,93.90000153,94.90000153,96.83999634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.85%,2.52%,3.20%,3.45%,4.46%,6.84%,6.82%,6.00%,6.78%,6.58%,4.80%,6.49%,7.62%,9.82%
201,Pizza Hut,2020-09-24,engulfing_bullish,91.37000275,91.73999786,92.44999695,91.87999725,92.52999878,92.51000214,95.30999756,95.77999878,94.83000183,94.47000122,95.43000031,99.75,99.94999695,97.48000336,101.2300034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41%,1.18%,0.56%,1.27%,1.25%,4.31%,4.83%,3.79%,3.39%,4.44%,9.17%,9.39%,6.69%,10.79%
202,Pizza Hut,2021-02-18,engulfing_bullish,105.3700027,106.0599976,105.5400009,106.7300034,105.0699997,105.0199966,105.2799988,105.8600006,105.4899979,105.1600037,104.3499985,105.7799988,110.9700012,107.5,109.9700012,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0.66%,0.16%,1.29%,-0.29%,-0.33%,-0.09%,0.47%,0.11%,-0.20%,-0.97%,0.39%,5.32%,2.02%,4.37%
203,Pizza Hut,2021-10-13,engulfing_bullish,123.5199966,125.6200027,126.8600006,126.6699982,127.2600021,127.1999969,126.8499985,127.1800003,127.1999969,127.0199966,127.9599991,126.3799973,126.3799973,126.3799973,126.3799973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.70%,2.70%,2.55%,3.03%,2.98%,2.70%,2.96%,2.98%,2.83%,3.60%,2.32%,2.32%,2.32%,2.32%
204,NRG Energy Inc,2015-06-16,engulfing_bullish,24.20999908,24.46999931,25.06999969,25.18000031,25.38999939,25.28000069,25.04999924,24.95999908,24.35000038,24.17000008,23.57999992,23.05999947,22.19000053,22.03000069,22.15999985,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1.07%,3.55%,4.01%,4.87%,4.42%,3.47%,3.10%,0.58%,-0.17%,-2.60%,-4.75%,-8.34%,-9.01%,-8.47%
205,NRG Energy Inc,2015-07-07,engulfing_bullish,23.10000038,23.05999947,22.36000061,22.10000038,22.23999977,22.82999992,22.19000053,22.45999908,22.40999985,22.29999924,21.56999969,22.19000053,21.89999962,19.90999985,21.21999931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17%,-3.20%,-4.33%,-3.72%,-1.17%,-3.94%,-2.77%,-2.99%,-3.46%,-6.62%,-3.94%,-5.20%,-13.81%,-8.14%
206,NRG Energy Inc,2015-07-30,engulfing_bullish,22.36000061,23.06999969,22.60000038,21.89999962,20.95999908,19.98999977,20.20000076,20.12999916,19.90999985,20.54000092,20.71999931,21.03000069,20.20000076,19.47999954,18.45000076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.18%,1.07%,-2.06%,-6.26%,-10.60%,-9.66%,-9.97%,-10.96%,-8.14%,-7.34%,-5.95%,-9.66%,-12.88%,-17.49%
207,NRG Energy Inc,2015-08-14,engulfing_bullish,20.79000092,21.28000069,21.21999931,21.23999977,21.03000069,20.20999908,20.36000061,20.38999939,19.36000061,20.20000076,20.45000076,18.68000031,18.51000023,18.37000084,15.17000008,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.36%,2.07%,2.16%,1.15%,-2.79%,-2.07%,-1.92%,-6.88%,-2.84%,-1.64%,-10.15%,-10.97%,-11.64%,-27.03%
208,NRG Energy Inc,2015-10-20,engulfing_bullish,15.25,15.31999969,15.05000019,14.93999958,14.05000019,13.18000031,13.34000015,13.02000046,12.97000027,13.43999958,13.81000042,13.75,12.73999977,12.68000031,12.21000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46%,-1.31%,-2.03%,-7.87%,-13.57%,-12.53%,-14.62%,-14.95%,-11.87%,-9.44%,-9.84%,-16.46%,-16.85%,-19.93%
209,NRG Energy Inc,2015-11-10,engulfing_bullish,13.57999992,13.73999977,13.11999989,12.85000038,12.82999992,12.73999977,12.32999992,12.18000031,12.10000038,12.22999954,12.68000031,12.21000004,10.65999985,9.729999542,11.76000023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18%,-3.39%,-5.38%,-5.52%,-6.19%,-9.21%,-10.31%,-10.90%,-9.94%,-6.63%,-10.09%,-21.50%,-28.35%,-13.40%
210,NRG Energy Inc,2015-12-18,engulfing_bullish,10.36999989,11.19999981,11.25,11.76000023,11.71000004,11.57999992,11.71000004,11.65999985,11.93999958,11.88000011,12.03999996,10.65999985,9.789999962,10.28999996,11.68000031,1,1,1,1,1,1,1,1,1,1,1,0,0,1,8.00%,8.49%,13.40%,12.92%,11.67%,12.92%,12.44%,15.14%,14.56%,16.10%,2.80%,-5.59%,-0.77%,12.63%
211,NRG Energy Inc,2016-09-15,engulfing_bullish,11.14999962,11.30000019,11.32999992,11.52999973,11.97999954,12.09000015,11.85000038,11.53999996,11.31000042,11.48999977,11.39999962,11.11999989,11.34000015,12.14999962,10.72000027,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1.35%,1.61%,3.41%,7.44%,8.43%,6.28%,3.50%,1.44%,3.05%,2.24%,-0.27%,1.70%,8.97%,-3.86%
212,NRG Energy Inc,2016-10-13,engulfing_bullish,11.27000046,11.46000004,11.25,11.76000023,12.11999989,12.14999962,11.88000011,11.72999954,11.18000031,10.93000031,10.72000027,10.36999989,12.10000038,11.52000046,11.10999966,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1.69%,-0.18%,4.35%,7.54%,7.81%,5.41%,4.08%,-0.80%,-3.02%,-4.88%,-7.99%,7.37%,2.22%,-1.42%
213,NRG Energy Inc,2018-02-01,engulfing_bullish,26.43000031,26.37999916,26.13999939,25.69000053,27.04000092,25.28000069,24.79000092,24.88999939,24.76000023,25.06999969,25.30999947,26.47999954,28.03000069,29.82999992,30.84000015,0,0,0,1,0,0,0,0,0,0,1,1,1,1,-0.19%,-1.10%,-2.80%,2.31%,-4.35%,-6.21%,-5.83%,-6.32%,-5.15%,-4.24%,0.19%,6.05%,12.86%,16.69%
214,NRG Energy Inc,2018-07-02,engulfing_bullish,30.96999931,31.07999992,30.77000046,31.21999931,31.42000008,31.14999962,31.04999924,31.54000092,31.72999954,32.22999954,32.88999939,31.79000092,31.86000061,34.33000183,33.00999832,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.36%,-0.65%,0.81%,1.45%,0.58%,0.26%,1.84%,2.45%,4.07%,6.20%,2.65%,2.87%,10.85%,6.59%
215,NRG Energy Inc,2018-07-31,engulfing_bullish,31.67000008,31.97999954,32.41999817,32.95000076,33.50999832,34.33000183,34.38000107,34.45000076,34.68999863,33.90999985,33.00999832,34.41999817,34.38999939,35.70000076,35.84000015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98%,2.37%,4.04%,5.81%,8.40%,8.56%,8.78%,9.54%,7.07%,4.23%,8.68%,8.59%,12.73%,13.17%
216,NRG Energy Inc,2019-04-30,engulfing_bullish,41.16999817,41.16999817,41,40,39.54000092,38.88999939,38.54000092,37.22000122,37.40000153,37.36000061,37.06000137,36.95999908,35.09999847,35.20999908,35.11000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,-0.41%,-2.84%,-3.96%,-5.54%,-6.39%,-9.59%,-9.16%,-9.25%,-9.98%,-10.23%,-14.74%,-14.48%,-14.72%
217,NRG Energy Inc,2019-05-10,engulfing_bullish,37.31000137,37.36000061,37.06000137,36.25,36.29999924,35.86999893,35.97000122,36.95999908,36.79999924,36.29000092,36.04999924,34.54999924,34.90000153,34.86999893,35.91999817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13%,-0.67%,-2.84%,-2.71%,-3.86%,-3.59%,-0.94%,-1.37%,-2.73%,-3.38%,-7.40%,-6.46%,-6.54%,-3.73%
218,NRG Energy Inc,2020-07-30,engulfing_bullish,33.84999847,33.84000015,33.79000092,34.09999847,34.40999985,34.11999893,34.56999969,35.25999832,35.65999985,35.49000168,35.38999939,35.40999985,34.25,36,31.68000031,0,0,1,1,1,1,1,1,1,1,1,1,1,0,-0.03%,-0.18%,0.74%,1.65%,0.80%,2.13%,4.17%,5.35%,4.85%,4.55%,4.61%,1.18%,6.35%,-6.41%
219,NRG Energy Inc,2020-10-02,engulfing_bullish,31.05999947,31.59000015,31.54999924,31.53000069,32.40999985,32.66999817,33.02000046,33.36000061,34.06999969,34.40000153,34.22000122,33.75999832,31.71999931,32.34999847,32.27999878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.71%,1.58%,1.51%,4.35%,5.18%,6.31%,7.41%,9.69%,10.75%,10.17%,8.69%,2.13%,4.15%,3.93%
220,Exxon Mobil Corporation,2015-03-18,engulfing_bullish,86.06999969,85.5,85.40000153,85.77999878,85.77999878,85.56999969,85.56999969,84.05000305,85.81999969,85.33999634,86,84.73000336,88.16000366,88.37999725,88.66999817,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.66%,-0.78%,-0.34%,-0.34%,-0.58%,-0.58%,-2.35%,-0.29%,-0.85%,-0.08%,-1.56%,2.43%,2.68%,3.02%
221,Exxon Mobil Corporation,2015-04-07,engulfing_bullish,85.75,85.90000153,84.73000336,86.04000092,86.25,87.48000336,88.52999878,88.16000366,87.36000061,88.09999847,87.62000275,87.86000061,90.08999634,87.45999908,87.20999908,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.18%,-1.19%,0.34%,0.58%,2.02%,3.24%,2.81%,1.88%,2.74%,2.18%,2.46%,5.06%,1.99%,1.70%
222,Exxon Mobil Corporation,2015-08-06,engulfing_bullish,78.08999634,77.97000122,78.75,78.06999969,78.87000275,79.29000092,79.27999878,79.18000031,78.66999817,77.58000183,76.18000031,74.88999939,74.91000366,72.72000122,73.55999756,0,1,0,1,1,1,1,1,0,0,0,0,0,0,-0.15%,0.85%,-0.03%,1.00%,1.54%,1.52%,1.40%,0.74%,-0.65%,-2.45%,-4.10%,-4.07%,-6.88%,-5.80%
223,Exxon Mobil Corporation,2015-12-14,engulfing_bullish,76.02999878,79.59999847,79.61000061,79.23000336,78.77999878,78.09999847,77.90000153,80.22000122,80.26999664,78.86000061,80.08000183,77.63999939,77.05999756,74.98999786,77.66000366,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.70%,4.71%,4.21%,3.62%,2.72%,2.46%,5.51%,5.58%,3.72%,5.33%,2.12%,1.36%,-1.37%,2.14%
224,Exxon Mobil Corporation,2016-01-05,engulfing_bullish,78.12000275,77.63999939,77.98999786,76.65000153,75.12000275,75.41999817,77.05999756,79.91999817,78.16999817,78.23999786,75.72000122,77.47000122,78.52999878,81.44999695,83.05999756,0,0,0,0,0,0,1,1,1,0,0,1,1,1,-0.61%,-0.17%,-1.88%,-3.84%,-3.46%,-1.36%,2.30%,0.06%,0.15%,-3.07%,-0.83%,0.53%,4.26%,6.32%
225,Exxon Mobil Corporation,2016-08-24,engulfing_bullish,88.01999664,88.02999878,88.11000061,87.91999817,88.25,87.20999908,86.83999634,87.58000183,88.63999939,88.66999817,89.37000275,85.65000153,84.55000305,87.19999695,87.47000122,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0.01%,0.10%,-0.11%,0.26%,-0.92%,-1.34%,-0.50%,0.70%,0.74%,1.53%,-2.69%,-3.94%,-0.93%,-0.63%
226,Exxon Mobil Corporation,2016-08-29,engulfing_bullish,87.83999634,88.25,87.20999908,86.83999634,87.58000183,88.63999939,88.66999817,89.37000275,88.66000366,87.70999908,86.47000122,83.94999695,83.33999634,87.5,88.19000244,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0.47%,-0.72%,-1.14%,-0.30%,0.91%,0.95%,1.74%,0.93%,-0.15%,-1.56%,-4.43%,-5.12%,-0.39%,0.40%
227,Exxon Mobil Corporation,2017-02-15,engulfing_bullish,83.16000366,83.41999817,82.19000244,82.15000153,81.69999695,82.22000122,81.80000305,81.70999908,81.98999786,83.33000183,84.25,81.72000122,82.19999695,82.22000122,83.87000275,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.31%,-1.17%,-1.22%,-1.76%,-1.13%,-1.64%,-1.74%,-1.41%,0.20%,1.31%,-1.73%,-1.15%,-1.13%,0.85%
228,Exxon Mobil Corporation,2017-06-23,engulfing_bullish,81.61000061,81.75,81.73000336,81.76000214,81.83999634,81.23999786,82.48999786,81.68000031,81.08000183,80.59999847,80.41000366,81.43000031,80.22000122,80.38999939,80.16999817,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0.17%,0.15%,0.18%,0.28%,-0.45%,1.08%,0.09%,-0.65%,-1.24%,-1.47%,-0.22%,-1.70%,-1.50%,-1.76%
229,Exxon Mobil Corporation,2017-07-27,engulfing_bullish,80.83000183,79.91999817,80.38999939,80.54000092,80.63999939,80.81999969,80.55999756,80.16999817,80.22000122,80.34999847,79.77999878,77.27999878,76.65000153,76.48999786,79.04000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13%,-0.54%,-0.36%,-0.24%,-0.01%,-0.33%,-0.82%,-0.76%,-0.59%,-1.30%,-4.39%,-5.17%,-5.37%,-2.22%
230,Exxon Mobil Corporation,2017-11-20,engulfing_bullish,80.55000305,81.25,81.41000366,81.69999695,81.40000153,82,82.30999756,83.40000153,84.12999725,84.18000031,83.76999664,83.37999725,83.16999817,84.09999847,87.22000122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87%,1.07%,1.43%,1.06%,1.80%,2.19%,3.54%,4.44%,4.51%,4.00%,3.51%,3.25%,4.41%,8.28%
231,Exxon Mobil Corporation,2018-08-20,engulfing_bullish,78.80999756,79.58000183,80.05000305,79.62999725,80.05000305,80.47000122,80.81999969,81.04000092,80.77999878,80.45999908,80.69000244,83.19000244,84.12999725,87.36000061,86.66999817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98%,1.57%,1.04%,1.57%,2.11%,2.55%,2.83%,2.50%,2.09%,2.39%,5.56%,6.75%,10.85%,9.97%
232,Exxon Mobil Corporation,2019-01-02,engulfing_bullish,69.69000244,70.25,71.26999664,72.09999847,72.58999634,72.59999847,72.08000183,71.88999939,71.77999878,72.36000061,72.37999725,71.97000122,73.48999786,75.19000244,76.65000153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.80%,2.27%,3.46%,4.16%,4.18%,3.43%,3.16%,3.00%,3.83%,3.86%,3.27%,5.45%,7.89%,9.99%
233,Exxon Mobil Corporation,2019-05-15,engulfing_bullish,76.37000275,76.94999695,76.30000305,76.36000061,76.45999908,76.22000122,74.80000305,74.25,74.25,72.43000031,72.12999725,74.62000275,75.16999817,76.97000122,76.75,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.76%,-0.09%,-0.01%,0.12%,-0.20%,-2.06%,-2.78%,-2.78%,-5.16%,-5.55%,-2.29%,-1.57%,0.79%,0.50%
234,Exxon Mobil Corporation,2019-06-17,engulfing_bullish,75.08999634,76.22000122,75.84999847,76.97000122,77.76000214,77.76000214,77.22000122,77.12999725,76.75,76.73000336,77.93000031,76.76999664,77.06999969,75.76999664,75.55999756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.51%,1.01%,2.50%,3.56%,3.56%,2.84%,2.72%,2.21%,2.18%,3.78%,2.24%,2.64%,0.91%,0.63%
235,Exxon Mobil Corporation,2019-08-13,engulfing_bullish,70.48999786,69.08999634,67.55999756,68.45999908,69.65000153,69.30000305,69.98000336,69.95999908,69.52999878,68.26000214,68.44000244,69.61000061,72.83999634,72.97000122,71.47000122,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1.99%,-4.16%,-2.88%,-1.19%,-1.69%,-0.72%,-0.75%,-1.36%,-3.16%,-2.91%,-1.25%,3.33%,3.52%,1.39%
236,Exxon Mobil Corporation,2020-07-14,engulfing_bullish,44.06999969,45.09000015,44.81000137,44.68999863,43.50999832,45.18999863,44.15000153,43.81999969,44.41999817,44.09000015,44.25,43.59999847,46.41999817,43.18999863,42.06999969,1,1,1,0,1,1,0,1,1,1,0,1,0,0,2.32%,1.68%,1.41%,-1.27%,2.54%,0.18%,-0.57%,0.79%,0.05%,0.41%,-1.07%,5.33%,-2.00%,-4.54%
237,Exxon Mobil Corporation,2020-07-27,engulfing_bullish,44.06999969,44.25,44.09000015,43.18000031,42.16999817,42.5,43.59999847,44.31000137,43.90000153,43.52000046,44.59999847,43.16999817,42.50999832,40.72000122,38.68000031,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.41%,0.05%,-2.02%,-4.31%,-3.56%,-1.07%,0.55%,-0.39%,-1.25%,1.20%,-2.04%,-3.54%,-7.60%,-12.23%
238,Exxon Mobil Corporation,2020-09-25,engulfing_bullish,34.63999939,35.90000153,35.11000061,34.91999817,34.09999847,33.34999847,33.75,34.41999817,33.74000168,35.34000015,35.95000076,34.63999939,35.08000183,33.13999939,33.65999985,1,1,1,0,0,0,0,0,1,1,0,1,0,0,3.64%,1.36%,0.81%,-1.56%,-3.72%,-2.57%,-0.64%,-2.60%,2.02%,3.78%,0.00%,1.27%,-4.33%,-2.83%
239,Exxon Mobil Corporation,2020-10-29,engulfing_bullish,32.97000122,33.13999939,34.45999908,34.49000168,34.13999939,33.91999817,33.65999985,38.00999832,37.43000031,37.11999893,36.29000092,37.5,40.93999863,41.75999832,43.93000031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.52%,4.52%,4.61%,3.55%,2.88%,2.09%,15.29%,13.53%,12.59%,10.07%,13.74%,24.17%,26.66%,33.24%
240,Sunpower Corporation,2015-06-02,engulfing_bullish,20.18336678,20.58939171,20.3143425,20.6090374,20.62868309,20.18336678,21.08709908,21.04125786,21.19187927,21.60445213,21.50622177,21.10674477,19.05697441,17.69482613,18.52652359,1,1,1,1,0,1,1,1,1,1,1,0,0,0,2.01%,0.65%,2.11%,2.21%,0.00%,4.48%,4.25%,5.00%,7.04%,6.55%,4.58%,-5.58%,-12.33%,-8.21%
241,Sunpower Corporation,2015-06-05,engulfing_bullish,20.54354858,20.62868309,20.18336678,21.08709908,21.04125786,21.19187927,21.60445213,21.50622177,21.80091667,21.53896523,21.51931953,20.28159714,17.88474083,17.81270409,17.85199738,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.41%,-1.75%,2.65%,2.42%,3.16%,5.16%,4.69%,6.12%,4.85%,4.75%,-1.28%,-12.94%,-13.29%,-13.10%
242,Sunpower Corporation,2015-06-23,engulfing_bullish,21.06745338,21.15258789,20.73346329,20.28159714,19.63981628,19.05697441,18.98493767,18.44793701,17.88474083,17.89129066,17.69482613,18.52652359,17.09888649,18.9914875,18.63130379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,-1.59%,-3.73%,-6.78%,-9.54%,-9.89%,-12.43%,-15.11%,-15.08%,-16.01%,-12.06%,-18.84%,-9.85%,-11.56%
243,Sunpower Corporation,2015-09-15,engulfing_bullish,15.3569088,15.89391041,16.10347176,15.67780018,15.52717686,14.99017715,14.83955479,14.15848064,14.28945637,13.61493111,12.94040585,15.38310432,16.53569031,16.2606411,16.05762863,1,1,1,1,0,0,0,0,0,0,1,1,1,1,3.50%,4.86%,2.09%,1.11%,-2.39%,-3.37%,-7.80%,-6.95%,-11.34%,-15.74%,0.17%,7.68%,5.89%,4.56%
244,Sunpower Corporation,2016-01-29,engulfing_bullish,16.6601181,16.81073952,16.45710564,16.39161873,17.21676445,16.79109383,16.09037209,15.41584778,14.65618896,14.10608959,14.04060173,14.44662666,15.88081169,16.37197113,15.67780018,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.90%,-1.22%,-1.61%,3.34%,0.79%,-3.42%,-7.47%,-12.03%,-15.33%,-15.72%,-13.29%,-4.68%,-1.73%,-5.90%
